,,A,Created,Company Name,Reason
854,853,,25/03/2024 18:31:15,benner,"Salário abaixo do mercado, sem plano de carreira, monitoramento homeoffice exagerado e sem transparência"
855,854,,26/03/2024 22:18:28,benner,"Monitoramento excessivo, abusivo com gestores assistindo em tempo real tudo que você está fazendo durante o dia, como se todos fossem robôs, suas entregas não importam, desde que vc passe o dia mexendo o mouse para não ficar ""inativo"", tudo a mando do dono com pensamento arcaico que faz de tudo para dar o mínimo aos funcionários."
856,855,,27/03/2024 14:51:21,benner,"Eles usam um framework que eles criaram e é uma bosta de se trabalhar. Coisas que você poderia fazer facilmente em vue, angular ou react você demora 2 semanas porque o framework deles não é intuitivo e a documentação é diminuta."
857,856,,20/03/2024 10:49:26,benner,"Desvalorização dos profissionais, ameaças que vão voltar presencial, sem estrutura para presencial não tem nem um teclado para a pessoa, subi de júnior para pleno tendo um aumento de 300 reais kkk"
858,857,,25/03/2024 17:14:15,benner tecnologia,"Empresa vive no passado. Tem um framework ruim de se trabalhar. Todos sofrem pra fazer aquela porcaria funcionar. Ao invés de usar tecnologias de mercado e coisas novas, ficam obsoletos. Trabalhar lá é parar no tempo. Salário baixo demais."
859,858,,19/03/2024 05:48:32,beontag,Assédio moral quase que diariamente e falta de crescimento
860,859,,27/03/2024 09:46:48,berlitz,"Enviam o horários das aulas as 21h do dia anterior (algumas aulas são avisadas com menos de 10 horas de antecedência). Na primeira mancada que eles deram e eu ""reclamei"" fui demitida dois dias depois."
861,860,,27/03/2024 00:44:06,bernhoeft,"Empresa extremamente toxica, etarista e preconceituosa. Socios e RH pressionam funcionarios a dar notas altas de satisfação e no glassdoor para melhorar a imagem da empresa para o mercado, sendo que a realidade interna é o inverso. Estimulam o trabalho a noite, de madrugada, aos fim de semana (inclusive tive reuniões 20h da noite de sabado), socios extremamente racistas e xenofobicos, e diversas oportunidades chamaram ""sudestinos"" de preguiçosos e incompetentes"
862,861,,27/03/2024 17:30:38,betalabs,"Empresa de dois playboizinhos filhinhos de papai. Assédio é pouco, se orgulham das horas extras. Sozinhos não tem capacidade mental pra escrever uma receita de bolo."
863,862,,27/03/2024 20:12:21,betha sistemas,"Essa empresa criou uma política que passa por cima da CLT, onde nas entrevistas oferecem vários benefícios mas quando você é contratado só pode ter acesso depois de vários meses. Isso quando o benefício é irrisório como auxílio creche de R$150. Não há definição de cargos e salários, você trabalha em muitas funções acumuladas. Eu não sei como as prefeituras compram os sistemas que não tem critério de qualidade algum. Não passa na esteira do Sonar Qube. Quando rodei os testes uma vez, encontrei milhares de falhas só em um único sistema de tributos. Deveria fazer parte da licitação critério de compra de sistema que tenha indicadores de qualidade do código. Contribuintes pagam caro por uma plataforma com muitos problemas. Procurem as prefeituras romperam os contratos."
864,863,,27/03/2024 18:19:49,betta group,Donos toxicos e microgerenciamento. Nada profissionais nas festas organizadas pela empresa.
865,864,,26/03/2024 23:02:00,better now,"Atuei alocada em um time onde sofria constantemente assédio moral, era impedida de realizar minhas funções. Ao relatar para minha gerente ( tbm mulher ) pediu que eu tivesse ""jogo de cintura"" pq o mundo de t.i é um eterno ""grupo de bolinhas"" e nós mulheres, se quisermos prevalecer precisamos lidar com isso. não fiquei o período de experiência e sai."
866,865,,27/03/2024 14:40:08,bettha,"Liderança toxica, pessoas falsas e ambiente horrível"
867,866,,27/03/2024 16:10:12,bevale distribuidora,"Metas impossíveis, assédio moral, Liderança tóxica, descuidos com a segurança"
868,867,,27/03/2024 03:49:59,bexs banco,-Cultura da demissão
869,868,,27/03/2024 03:50:08,bexs banco,-Os privilegiados são aqueles que tem a suck skill bem desenvolvida
870,869,,27/03/2024 03:50:21,bexs banco,-Promoção só para os amigos do dono
871,870,,27/03/2024 03:50:44,bexs banco,-Apertam os desenvolvedores até a última gota de suco
872,871,,27/03/2024 03:52:08,bexs banco,-Gestão despreparada e mudança de estrategia a todo momento
873,872,,25/03/2024 19:31:43,bh softwares,"Tinha que chamar BH Tóxicas de tão ordinária. O dono mente prazo pro cliente e joga a responsabilidade nos devs além de mentir a senioridade (falava que o projeto ia ser feito por um senior quando na vdd era um estagiário). Baixo salário, e se vc reclama ele diz ""pago salários de sao paulo, nao reclama"" . O dono é tão muquirana que não paga nem a coca do almoço (dele)."
874,873,,27/03/2024 12:43:47,bhub,"Líder tóxico, machista. Fala do corpo das funcionárias. Inviabiliza o trabalho de quem ele não gosta."
875,874,,27/03/2024 19:22:27,bigou,Povinho muito nariz em pé. Gestores se acham os picas das galaxias
876,875,,27/03/2024 13:18:30,bild,Ambiente machista e sexista
877,876,,27/03/2024 09:25:07,bild desenvolvimento imobiliário,Assédio Moral e Não inclusiva principalmente para mulheres
878,877,,27/03/2024 00:18:39,binario cloud,Salários incompatíveis. Acúmulo de função. Assédio moral. Chefe do marketing é violenta e não sabe dar feedback positivo. Empresa padrão vende Senior entrega Junior. sem plano de carreira. todo mundo é PJ. violência psicológica. racismo. homofobia. fazem esquema pra não te dar férias nem pagar horas extra. trabalhar 12h dia é o normal.
879,878,,27/03/2024 13:10:47,bio devices ( grupo vera rosas ),"Gerente financeira Rose Prado, extremamente abusiva e tóxica, saí de lá com depressão e crises intensas de ansiedade. A empresa em si é extremamente tóxica e familiar"
880,879,,27/03/2024 09:14:50,bio2,"Ambiente extremamente não colaborativo, todos vivem com medo de tudo ou que a qualquer momento serão demitidos. Diretora do financeiro bate portas, telefones, xinga por qualquer motivo...impossível trabalhar sem estar em pânico a todo momento."
881,880,,19/03/2024 16:58:13,bioclin,"Chefes incompetentes, politicagem vence competência técnica, desorganização, tratamento e benefícios diferentes para pessoas mais próximas à diretoria, gambiarras de produção"
882,881,,27/03/2024 14:57:46,bioma investimentos,"Gestão péssima, sempre querem que os funcionários fiquem até depois do horário (chegando inclusive a dormir na empresa) e salários péssimos, além de abuso psicológico. Chegam a incomodar até em finais de semana e feriados."
883,882,,27/03/2024 14:57:55,bioma tech,"Gestão péssima, sempre querem que os funcionários fiquem até depois do horário (chegando inclusive a dormir na empresa) e salários péssimos, além de abuso psicológico. Chegam a incomodar até em finais de semana e feriados."
884,883,,27/03/2024 22:53:47,biomega,"Coordenadores fazem os funcionários passar constrangimento, coagindo tratando mal"
885,884,,18/03/2024 13:26:51,bionexo,"Liderança tendenciosa, falta de transparência, demissão em massa mesmo com balanço positivo para criar vagas com salários menores, manipulação de cotas raciais, prazos de deploys curtos, falta de aptidão técnica de coordenadores e gestores (acabam não sabendo o que estão pedindo), gestão do ""coloque o cliente no centro"" mas na verdade só estão colocando os acionistas no centro."
886,885,,27/03/2024 22:43:18,bionexo,"Empresa não valoriza, sem política de crescimento e péssima gestão"
887,886,,27/03/2024 22:14:06,bioxxi ltda,"Salário menor que o salário mínimo, promete hora extra, você faz e não recebe!"
888,887,,27/03/2024 20:54:22,bird,"Não vejo a hora de sair. Líderes completamente despreparados, salário atrasados, balela e história pra boi dormi toda hora e falta de transparencia. Ambiente muito tóxico e não vale a pena. Tudo de ruim do glassdor é verdade"
889,888,,27/03/2024 16:06:25,bird - desenvolvimento de negócios,"CEO megalomaniaco, transformou todos em VP´s e diretores, para posteriormente transformar em sócios, assim atrasam os salários com o discurso que estão no mesmo barco. Não sei se mentem mais para os funcionários ou para os clientes, empresa de lunáticos."
890,889,,27/03/2024 15:55:24,bird moving business forward,"O CEO é um completo alucinado, mimadinho. Favoritismo rola solto, salário sempre atrasado, só vai os queridinhos pra área de inteligência e só tem animal acéfalo nesse time."
891,890,,18/03/2024 09:42:17,bis2bis,"Promessas falsas, retorno forçado ao presencial, perguntas sobre maternidade e filhos na entrevista, pressão para avaliações positivas no glassdoor e google,"
892,891,,27/03/2024 20:43:48,bis2bis - londrina,Empresa em que os donos ficam olhando quais funcionários saem no horário e o gestor de suporte é tecnicamente muito ruim além de ter uma panela suja e muita coisa errada nas operações.
893,892,,27/03/2024 16:40:06,bk consultoria (gru),"Supervisores despreparados, funcionários parasitas que são amigos de gestor e supervisão literalmente sugando dinheiro sem fazer nada"
894,893,,27/03/2024 16:17:11,blau farmacêutica,"CEO despreparado, possui a empresa por ego. Diretores e gestores não tem formação para assumirem tais cargos. A empresa tem inúmeros processos trabalhistas. Benefícios horríveis. Segregação de funcionários de acordo com o cargo, uns podem ter acesso ao estacionamento e outros não, pois o CEO não gosta de ter a visão de estacionamento da própria sala. Os gestores, principalmente do INVENTTA abusam moralmente dos funcionários e ainda os coagem a dizer que não sofrem assédio. Não há organização de prazos, tudo é urgente, e não tem condições de trabalho (material, solventes) e forçam os funcionários a utilizarem IFA como padrão e adulterarem dados das análises."
895,894,,27/03/2024 22:13:29,blaze,"Apostei 5 conto no tigre, ganhei 5000, fui sacar, perdi minha casa...."
896,895,,18/03/2024 13:27:55,blip,Sem feedbacks. Demissão sem justificativa.
897,896,,18/03/2024 17:03:59,blip,Empresa hipócrita que coage os colaboradores a responder o GPTW oferecendo benefícios se a jota for boa. Lideranca despreparada com pouquíssimo ou nenhum conhecimento do negócio ou da prática do dia a dia. Remuneração ruim com nenhuma oportunidade de crescimento. Sobrecarga de demandas. Temos que fazer twbalho do chefe e de outras áreas. Puxas saco são beneficiados
898,897,,18/03/2024 17:25:49,blip,"Ambiente altamente tóxico onde os donos não sabem o mínimo do que se passa internamente. Gerentes despreparados são contratados e, consequentemente, coordenadores bem ruins também. Falta transparência, tratam o funcionário como lixo e não fazem nem questão de fingir se importar com o mínimo que não seja o lucro."
899,898,,20/03/2024 08:04:45,blip,"C-levels totalmente desconectados da realidade. Vivem no mundo de quem troca de porshe todo ano. Toda reunião é um show de horrores regada a racismo, capacitismo, gordofobia e por aí vai."
900,899,,25/03/2024 16:57:47,blip,"Remuneração muito defasada em comparação ao mercado em CSPS, zero perspectiva de carreira como desenvolvedor. Liderança despreparada para lidar com carreira e unir PDI a algum tipo de crescimento. Demanda crescente, tomada de decisão feita pelo nível gerencial sem consultar ou considerar a realidade dos clientes e uma pressão muito grande sem que haja reconhecimento."
901,900,,27/03/2024 11:17:47,blip,"Profissionais inexperientes são catapultados a cargo de gestão sem experiência prévia, principalmente na área de vendas."
902,901,,27/03/2024 11:19:17,blip,Empresa provinciana. Para ter seu trabalho reconhecido precisa ser da panela mineira.
903,902,,27/03/2024 12:50:23,blip,"C-levels completamente despreparados, chegam a ser infantis e ficam chorando lágrimas de crocodilo em todas as apresentações que fazem. Os gerentes são uma piada de tão desconexos com a realidade, mudam a prioridade quase que diariamente e no fim da semana te cobram o projeto maior que você deveria ter focado ao invés de apagar todos os incêndios que eles produziram e te colocaram para apagar. A parte de segurança da informação é uma piada pronta, deixam notebooks com colaboradores desligados com todos os dados da empresa nele só porque a pessoa tinha cargo de gerência, a ISO 27001 foi recertificada na base de mentiras e documentos forjados para inglês ver, dão informações confidenciais para empresas clientes para fecharem contratos ferindo completamente o compliance."
904,903,,27/03/2024 16:19:08,blip,Sugam a vida do seu time comercial e tratam pessoas como animais.
905,904,,27/03/2024 20:21:32,blip,"A cultura da empresa vai de mal a pior. Profissionais mal pagos, aumentos sendo congelados ano após ano, como se estivessem em crise, mas a diretoria segue riquíssima. Mulheres atingem apenas média liderança (gerente que responde pra outro gerente ainda é média liderança). Os diretores e altos gerentes ficam se elogiando e fazendo a manutenção dessa estrutura horrorosa."
